qid,occurrence,label,description,instance_of,uri
Q1366863,1,Saint Stephen's Day,holiday occurring on 26 December,Q1445650,http://wikidata.org/entity/Q1366863
Q15113728,1,Second Day of Christmas,holiday celebrated on 26 December,Q375011,http://wikidata.org/entity/Q15113728
Q956699,1,Boxing Day,"bank or public holiday that occurs on 26 December, or the first or second weekday after Christmas Day",Q1197685,http://wikidata.org/entity/Q956699
Q833053,2,theme,musical melody on which a composition is based,Q115211517,http://wikidata.org/entity/Q833053
Q11019,2,machine,set of moving and fixed elements that uses energy to perform an intended action,Q104086571,http://wikidata.org/entity/Q11019
Q4198689,1,metrological mechanism,,,http://wikidata.org/entity/Q4198689
Q42622779,1,timepiece,device for measuring or recording the passage of time,,http://wikidata.org/entity/Q42622779
Q115923123,1,decorative object,object used as decoration,,http://wikidata.org/entity/Q115923123
Q33742,1,natural language,"language naturally spoken by humans, as opposed to ""constructed"" and ""formal"" languages",Q20829075,http://wikidata.org/entity/Q33742
Q1288568,1,modern language,language in current use,Q20829075,http://wikidata.org/entity/Q1288568
Q34770,2,language,"particular system of communication, often named for the region or peoples that use it",Q28923954,http://wikidata.org/entity/Q34770
Q152559,1,macrolanguage,language scope defined in the ISO 639-3 standard,Q28923954,http://wikidata.org/entity/Q152559
Q399495,1,standard language,language variety used by a population in their public discourse (for public purposes); standardized language that has at least one standard variety besides its other varieties; variety that has undergone standardization,Q20829075,http://wikidata.org/entity/Q399495
Q1097949,1,literary language,"form of a language used in its literary writing, either a non-standard dialect or standardized variety of the language",Q20829075,http://wikidata.org/entity/Q1097949
Q20162172,1,human language,"set of all languages currently or formerly spoken, written, or signed by humans (excluding computer languages and mathematical/logically-formal languages)",Q28923954,http://wikidata.org/entity/Q20162172
Q1346342,1,Anglic,group of languages including English and Scots,Q25295,http://wikidata.org/entity/Q1346342
Q5329170,1,Anglo-Frisian,group of West Germanic languages,Q25295,http://wikidata.org/entity/Q5329170
Q7985,1,received pronunciation,standard accent for British English,Q16001535,http://wikidata.org/entity/Q7985
Q7976,1,American English,set of dialects of the English language spoken in the United States,Q951873,http://wikidata.org/entity/Q7976
Q44679,1,Australian English,set of varieties of the English language native to Australia,Q951873,http://wikidata.org/entity/Q44679
Q1348800,1,Indian English,group of English dialects spoken primarily in the Indian subcontinent,Q33384,http://wikidata.org/entity/Q1348800
Q44676,1,Canadian English,set of varieties of the English language native to Canada,Q34770,http://wikidata.org/entity/Q44676
Q7979,1,British English,forms of the English language used in Britain,Q951873,http://wikidata.org/entity/Q7979
Q1553250,1,Scottish English,varieties of English spoken in Scotland,Q33384,http://wikidata.org/entity/Q1553250
Q665624,1,Hiberno-English,set of Irish-English dialects natively written and spoken within the island of Ireland,Q33384,http://wikidata.org/entity/Q665624
Q2363292,1,Welsh English,dialect within the English language,Q33384,http://wikidata.org/entity/Q2363292
Q7269768,1,Quebec English,form of the Germanic language as spoken in the Canadian province of Quebec,Q33384,http://wikidata.org/entity/Q7269768
Q4567134,1,Caribbean English,varieties of English,Q1208380,http://wikidata.org/entity/Q4567134
Q8002,1,African American Vernacular English,non-standard variety of English spoken by most working- and middle-class African Americans and some Black Canadians,Q4388326,http://wikidata.org/entity/Q8002
Q23580217,1,European English,set of varieties of English used in Continental Europe,Q33384,http://wikidata.org/entity/Q23580217
Q1156228,1,South African English,dialect and set of English dialects native to South Africans,Q33384,http://wikidata.org/entity/Q1156228
Q12859294,1,Pakistani English,group of English language varieties spoken and written in Pakistan,Q33384,http://wikidata.org/entity/Q12859294
Q7033019,1,Nigerian English,dialect of English spoken in Nigeria,Q33384,http://wikidata.org/entity/Q7033019
Q44661,1,New Zealand English,dialect within the English language,Q33384,http://wikidata.org/entity/Q44661
Q603200,1,Jamaican English,dialect,Q1288568,http://wikidata.org/entity/Q603200
Q111911970,1,Belizean English,variety of English,Q33384,http://wikidata.org/entity/Q111911970
Q1068863,1,Hong Kong English,variety of English,Q33384,http://wikidata.org/entity/Q1068863
Q66724591,1,non-English,language is not English,,http://wikidata.org/entity/Q66724591
Q110749524,1,show business profession,type of profession,Q24017414,http://wikidata.org/entity/Q110749524
Q4801269,1,artistic director,person who directs a musical ensemble,Q66715801,http://wikidata.org/entity/Q4801269
Q1776724,3,theatre manager,person who manages a theatre,Q28640,http://wikidata.org/entity/Q1776724
Q2961975,1,business executive,"person responsible for running a business, or an aspect of it",Q28640,http://wikidata.org/entity/Q2961975
Q47541952,1,producer,media and entertainment occupation,Q28640,http://wikidata.org/entity/Q47541952
Q110295396,3,type of musical instrument,Wikidata metaclass,Q19478619,http://wikidata.org/entity/Q110295396
Q34379,2,musical instrument,device created or adapted to make musical sounds,Q96251598,http://wikidata.org/entity/Q34379
Q49447,2,world view,fundamental cognitive orientation of an individual or society encompassing the entirety of the individual or society's knowledge and point of view,Q151885,http://wikidata.org/entity/Q49447
Q1387659,1,school of thought,group of people sharing common outlook on an academic issue or field,,http://wikidata.org/entity/Q1387659
Q58927801,1,ethical theory,philosophically coherent set of propositions related to ethics or morality,Q33104279,http://wikidata.org/entity/Q58927801
Q2198855,3,cultural movement,period and movement in cultural history,,http://wikidata.org/entity/Q2198855
Q290509,1,antihumanism,"philosophical and social theory, critical of traditional humanism",Q5389993,http://wikidata.org/entity/Q290509
Q71128988,1,pharmacological and toxicological phenomena and processes,"drug, toxin, and poison metabolism, and their interactions and effects on biological systems",,http://wikidata.org/entity/Q71128988
Q851990,1,population group,demographic classification of people,Q112807602,http://wikidata.org/entity/Q851990
Q134264207,1,class of human,collection of humans defined by common characteristics,Q19478619,http://wikidata.org/entity/Q134264207
Q1516282,1,juvenile,"individual organism that has not yet reached its adult form, sexual maturity, size",Q1811014,http://wikidata.org/entity/Q1516282
Q4263830,1,literary form,category of literary works distinguished by formal characteristics without consideration of content,Q19478619,http://wikidata.org/entity/Q4263830
Q13136,1,reference work,genre of work to which one can refer for confirmed facts,Q223393,http://wikidata.org/entity/Q13136
Q6423319,1,knowledge organization system,"generic term used in knowledge organization about authority files, classification schemes, thesauri, topic maps, ontologies etc.",Q96116695,http://wikidata.org/entity/Q6423319
Q1063801,1,tertiary source,index or textual consolidation of primary and secondary sources,,http://wikidata.org/entity/Q1063801
Q2217301,1,serial,"publication in any medium issued under the same title in a succession of discrete parts, usually numbered (or dated) and appearing at regular or irregular intervals with no predetermined conclusion",Q39725049,http://wikidata.org/entity/Q2217301
Q18168594,1,lexicon,type of reference work,Q4263830,http://wikidata.org/entity/Q18168594
Q1400264,1,artist collective,group of artists who create works together,Q16334295,http://wikidata.org/entity/Q1400264
Q136653105,1,type of industry,metaclass for industry,Q24017414,http://wikidata.org/entity/Q136653105
Q746359,1,music industry,companies and individuals that create and sell music and make money off of sales,Q136653105,http://wikidata.org/entity/Q746359
Q839546,1,machine element,elementary component of a machine,Q44409287,http://wikidata.org/entity/Q839546
Q239001,1,control panel,flat area where control or monitoring instruments are displayed,,http://wikidata.org/entity/Q239001
Q88563556,1,,,,http://wikidata.org/entity/Q88563556
Q4894405,1,journalism genre,"various journalism styles, fields or separate genres, in writing accounts of events",,http://wikidata.org/entity/Q4894405
Q3059502,1,critique,"method of disciplined, systematic analysis of a written or oral discourse",Q483394,http://wikidata.org/entity/Q3059502
Q107478770,1,type of document,type or class of documents,Q19478619,http://wikidata.org/entity/Q107478770
Q110452794,2,form of creative work,Wikidata metaclass,Q19478619,http://wikidata.org/entity/Q110452794
Q18593264,1,item of collection or exhibition,"defines an item, such as an object or document, that is a member of a collection or part of a repository",,http://wikidata.org/entity/Q18593264
Q49848,1,document,form for preservation of structured and identified information,,http://wikidata.org/entity/Q49848
Q3331189,1,"version, edition or translation","specific version of a work, resulting from its edition, adaptation, or translation; set of substantially similar copies of a work (use with P31 [""instance of""])",Q11723795,http://wikidata.org/entity/Q3331189
Q110304307,1,two-dimensional visual artwork,"artwork primarily or entirely limited to two spatial dimensions; most paintings, drawings, prints, etc.",,http://wikidata.org/entity/Q110304307
Q1668556,2,paper product,product made from paper,,http://wikidata.org/entity/Q1668556
Q133492,1,letter,written message from one to another,Q223393,http://wikidata.org/entity/Q133492
Q52560700,1,fold,sharp bend or curve in a material such that it lays over itself,,http://wikidata.org/entity/Q52560700
Q686831,1,book design,"styling, formatting and designing the layout of a book's contents",Q1047113,http://wikidata.org/entity/Q686831
Q998555,1,book illustration,illustration which appears in books,Q483394,http://wikidata.org/entity/Q998555
Q116037313,1,arts and crafts toy,"toy that children can use to make things themselves, like drawings, paintings, works of crafts",Q63981612,http://wikidata.org/entity/Q116037313
Q1523267,1,ephemera,things that are meant to exist or be used for only a short time,,http://wikidata.org/entity/Q1523267
Q4671286,11,academic major,focus of academic study leading to a degree,,http://wikidata.org/entity/Q4671286
Q2465832,3,branch of science,field of scientific study,Q110402867,http://wikidata.org/entity/Q2465832
Q483394,2,genre,"category of creative works based on stylistic, thematic or technical criteria",Q19478619,http://wikidata.org/entity/Q483394
Q105948247,1,knowledge system,systems of knowledge produced over time through interactions with other human beings,Q96116695,http://wikidata.org/entity/Q105948247
Q24034552,1,mathematical concept,abstract entity in mathematics,Q23958852,http://wikidata.org/entity/Q24034552
Q11696608,4,elements of music,"characteristic, dimension, or element taken as a part or component of music",Q115211517,http://wikidata.org/entity/Q11696608
Q65313765,1,disharmony,opposite of harmony,Q115211517,http://wikidata.org/entity/Q65313765
Q1824109,2,song form,"music form based on verse metrics (lines, stanzas) in common with the strophicity of dance music",Q862597,http://wikidata.org/entity/Q1824109
Q5185279,1,poem,"form of literature, work of poetry, often composed of verses",Q4263830,http://wikidata.org/entity/Q5185279
Q110592632,1,music of the Iberian Peninsula,music genre,Q75054287,http://wikidata.org/entity/Q110592632
Q816264,1,formal science,"set of disciplines concerned with formal systems, such as logic, mathematics, and game theory",Q2465832,http://wikidata.org/entity/Q816264
Q2878974,1,theoretical computer science,subfield of computer science and mathematics,Q123370638,http://wikidata.org/entity/Q2878974
Q538722,1,applied computer science,"area of computer science that do not fall under the umbrella of theoretical computer science, but based on practical technical implementations",Q4671286,http://wikidata.org/entity/Q538722
Q29431432,1,dyad,concrete group of 2 specific members,Q99469810,http://wikidata.org/entity/Q29431432
Q1292119,1,style,"manner of expression particular to a specific period, group, or person",Q151885,http://wikidata.org/entity/Q1292119
Q7777494,1,theatre music,"music for staged works, whether composed as an integral part of the work (e.g., operas) or to otherwise accompany or enhance it (e.g., incidental music)",Q188451,http://wikidata.org/entity/Q7777494
Q6023295,2,funerary structure,ceremonial structure built for funerals or burials,,http://wikidata.org/entity/Q6023295
Q5003624,1,memorial,"area or object, smaller than a monument, which serves as a focus for memory of something",,http://wikidata.org/entity/Q5003624
Q108325,1,chapel,"small place, building or room of Christian fellowship or worship, may be attached or not to a larger institution or part of a building",Q811102,http://wikidata.org/entity/Q108325
Q2196917,1,church chapel,part of church,Q50556809,http://wikidata.org/entity/Q2196917
Q133575421,1,auxiliary chapel,all the chapels inside a church except the main chapel,Q50556809,http://wikidata.org/entity/Q133575421
Q18783400,1,genre of sculpture,genre,Q19478619,http://wikidata.org/entity/Q18783400
Q337060,1,perceptible physical object,entity that is physically perceptible,,http://wikidata.org/entity/Q337060
Q11784425,1,physical model,tangible representation of an object or system,,http://wikidata.org/entity/Q11784425
Q220659,1,archaeological artefact,something made or modified by humans and of archaeological interest,,http://wikidata.org/entity/Q220659
Q8205328,1,artificial physical object,physical object made or shaped by humans,Q96251598,http://wikidata.org/entity/Q8205328
Q11422,1,toy,object intended to be played with,Q63981612,http://wikidata.org/entity/Q11422
Q17737,1,theory,"contemplative and rational type of abstract or generalizing thinking, or the results of such thinking",,http://wikidata.org/entity/Q17737
Q3306516,1,pace,the tempo or rhythm that events happen,,http://wikidata.org/entity/Q3306516
Q117898917,1,,,,http://wikidata.org/entity/Q117898917
Q125542526,1,type of activity,meta class for activity,Q19478619,http://wikidata.org/entity/Q125542526
Q9311671,1,residential child care community,type of residential care for children,,http://wikidata.org/entity/Q9311671
Q217602,1,analysis,"process of applying analytical methods to existing data of a specific type, breaking a complex topic or substance into smaller parts in order to gain a better understanding of it",,http://wikidata.org/entity/Q217602
Q33104279,1,philosophical concept,concept used in philosophy,Q137429456,http://wikidata.org/entity/Q33104279
Q2146099,1,impersonation,taking on an identity that is not one's own,,http://wikidata.org/entity/Q2146099
Q106238462,1,genre of piyyut,,Q19478619,http://wikidata.org/entity/Q106238462
Q111972893,1,type of structure,Wikidata metaclass of arrangement and organization of interrelated elements in an object or system,Q19478619,http://wikidata.org/entity/Q111972893
Q1639408,1,musical parameter,measurable aspect in music,Q115211517,http://wikidata.org/entity/Q1639408
Q1254773,3,family of musical instruments,grouping of different but related types of instruments,Q24017414,http://wikidata.org/entity/Q1254773
Q5307737,1,alcohol drinking establishment,business whose primary function is the serving of alcoholic beverages for consumption on the premises,,http://wikidata.org/entity/Q5307737
Q1051772,1,chordophone,class of musical instruments that makes sound by way of a vibrating string or strings stretched between two points,Q1254773,http://wikidata.org/entity/Q1051772
Q125092269,1,type of conflict,Wikidata metaclass for conflicts in various situations,Q19478619,http://wikidata.org/entity/Q125092269
Q17524420,2,aspect of history,topic viewed from a historical point of view,Q19478619,http://wikidata.org/entity/Q17524420
Q350604,1,armed conflict,conflict including violence where at least one of the acting groups is a state,Q125092269,http://wikidata.org/entity/Q350604
Q1920219,3,social issue,problem that influences a considerable number of individuals within a society,Q130286945,http://wikidata.org/entity/Q1920219
Q1190554,3,occurrence,occurrence of a fact or object in space-time; instantiation of a property in an object,,http://wikidata.org/entity/Q1190554
Q15835236,1,military action,use of the armed forces as a means of executive power,,http://wikidata.org/entity/Q15835236
Q17091170,1,group conflict,hostilities between different groups,Q125092269,http://wikidata.org/entity/Q17091170
Q6428674,1,era,"span of time marked by people, events, geological periods, etc.",,http://wikidata.org/entity/Q6428674
Q178561,1,battle,"part of a war which is well defined in duration, area and force commitment",Q125092269,http://wikidata.org/entity/Q178561
Q105370834,1,war phase,,,http://wikidata.org/entity/Q105370834
Q454,1,peace,state of harmony characterized by lack of violent conflict and freedom from fear of violence,Q129510955,http://wikidata.org/entity/Q454
Q517596,1,mechanism,device designed to transform input forces and movement into a desired set of output forces and movement,,http://wikidata.org/entity/Q517596
Q28640,4,profession,occupation requiring specialized training,Q19478619,http://wikidata.org/entity/Q28640
Q11488158,2,corporate title,titles given in an organization to show what duties and responsibilities a person has,,http://wikidata.org/entity/Q11488158
Q108290289,1,senior government officials,,Q108300140,http://wikidata.org/entity/Q108290289
Q599151,2,official,someone who holds a high government office,Q12737077,http://wikidata.org/entity/Q599151
Q372436,1,statesperson,civil servant or politician in high government offices,Q12737077,http://wikidata.org/entity/Q372436
Q108163,1,proposition,idea that is true or false and may be expressed in a declarative sentence,Q33104279,http://wikidata.org/entity/Q108163
Q321703,1,premise,statement that an argument claims will induce or justify a conclusion,,http://wikidata.org/entity/Q321703
Q386724,1,work,intellectual or artistic creation,,http://wikidata.org/entity/Q386724
Q96634632,1,psychology concept,concept used in psychology,Q137429456,http://wikidata.org/entity/Q96634632
Q125161275,1,type of intelligence,Wikidata metaclass for intelligence or cleverness,Q19478619,http://wikidata.org/entity/Q125161275
Q781413,1,cognitive process,,Q116505632,http://wikidata.org/entity/Q781413
Q105756498,3,type of musical group,"Wikidata metaclass; type of musical group, band or ensemble, defined by genre, by instrumentation, or some other criteria",Q19478619,http://wikidata.org/entity/Q105756498
Q108586636,1,form of event,"metaclass, grouping forms and types of events by specificity",Q19478619,http://wikidata.org/entity/Q108586636
Q1656682,2,event,"temporary and scheduled happening, like a conference, festival, competition or similar",,http://wikidata.org/entity/Q1656682
Q770723,1,auxiliary science of history,scholarly disciplines which help evaluate and use historical sources and are seen as auxiliary for historical research,Q11862829,http://wikidata.org/entity/Q770723
Q1066186,2,study of history,academic discipline that studies past events,Q11862829,http://wikidata.org/entity/Q1066186
Q216745,1,ostinato,"a melodic, rhythmic or harmonic motif that is constantly repeated in a composition or fragment",Q504514,http://wikidata.org/entity/Q216745
Q466439,2,Extremism,ideology and behavior considered as extreme in a pejorative sense,Q7257,http://wikidata.org/entity/Q466439
Q2571535,2,political crime,"offense against the state, its government, or the political system",,http://wikidata.org/entity/Q2571535
Q86923152,2,risk source,"fundamental driver, circumstance or action that causes risks in a project, organization, or any other entity",Q112234259,http://wikidata.org/entity/Q86923152
Q19890758,2,political activism,variety of activism focused on politics,Q179805,http://wikidata.org/entity/Q19890758
Q909459,2,counter-terrorism,activity to defend against or prevent terrorist actions,,http://wikidata.org/entity/Q909459
Q110401282,1,type of world view,Wikidata metaclass,Q19478619,http://wikidata.org/entity/Q110401282
Q11042,2,culture,shared aspects of a society's way of life,Q151885,http://wikidata.org/entity/Q11042
Q82821,2,tradition,custom passed down through generations,,http://wikidata.org/entity/Q82821
Q5390013,1,belief system,set of mutually supportive beliefs,,http://wikidata.org/entity/Q5390013
Q136485030,1,non-rational belief system,"a structured way of thinking and making sense of the world that is not primarily based on logic, empirical evidence, or scientific methods",Q2063340,http://wikidata.org/entity/Q136485030
Q111133779,1,list of saints,a list of people noted for their holiness or virtue,,http://wikidata.org/entity/Q111133779
Q565005,1,antireligion,"opposition to religion; used to describe opposition to organized religion, or to describe a broader opposition to any form of belief in the supernatural or the divine; distinct from atheism",Q49447,http://wikidata.org/entity/Q565005
Q124490,1,violence,"destructive action characterized by lack of empathy and involving communication, manipulation, coercion and/or punishment",Q26256810,http://wikidata.org/entity/Q124490
Q252000,1,oppression,control of people by others,,http://wikidata.org/entity/Q252000
Q66715801,3,musical profession,musical vocation founded upon specialized musical training or mastery of an instrument,,http://wikidata.org/entity/Q66715801
Q3529618,1,academic title,title to indicate the completion of a course of study or the extent of academic achievement,,http://wikidata.org/entity/Q3529618
Q974144,1,educator,"occupation which teaches others knowledge, skills, and habits",Q28640,http://wikidata.org/entity/Q974144
Q116751803,1,composing,cross-art creation of work of art,,http://wikidata.org/entity/Q116751803
Q1745370,1,film stock,medium used for recording motion pictures,Q104481353,http://wikidata.org/entity/Q1745370
Q830450,1,microform,"scaled-down reproductions of documents made for the purposes of transmission, storage, reading, and printing",,http://wikidata.org/entity/Q830450
Q14632398,1,physical science,branch of natural science that studies non-living systems,Q2465832,http://wikidata.org/entity/Q14632398
Q11351,1,organic chemistry,"subdiscipline within chemistry involving the scientific study of carbon-based compounds, hydrocarbons, and their derivatives",Q11790203,http://wikidata.org/entity/Q11351
Q11372,1,physical chemistry,"study of macroscopic, atomic, subatomic, and particulate phenomena in chemical systems in terms of laws and concepts of physics",Q11790203,http://wikidata.org/entity/Q11372
Q11165,1,inorganic chemistry,study of the synthesis and behavior of inorganic and organometallic compounds,Q11790203,http://wikidata.org/entity/Q11165
Q369472,1,computational chemistry,branch of chemistry,Q11790203,http://wikidata.org/entity/Q369472
Q321150,1,theoretical chemistry,branch of chemistry which develops and applies theoretical concepts,Q11790203,http://wikidata.org/entity/Q321150
Q7094,1,biochemistry,study of chemical processes in living organisms,Q1665984,http://wikidata.org/entity/Q7094
Q2346,1,analytical chemistry,"study of the separation, identification, and quantification of the chemical components of materials",Q11790203,http://wikidata.org/entity/Q2346
Q910172,1,food chemistry,study of chemical processes and interactions of all biological and non-biological components of foods,Q11790203,http://wikidata.org/entity/Q910172
Q321355,1,environmental chemistry,scientific study of the chemical and biochemical phenomena that occur in natural places,Q11790203,http://wikidata.org/entity/Q321355
Q750446,1,polymer chemistry,"chemistry subdiscipline that deals with the structures, chemical synthesis and properties of polymers",Q11790203,http://wikidata.org/entity/Q750446
Q4164871,2,position,social role with a set of powers and responsibilities within an organization,,http://wikidata.org/entity/Q4164871
Q117023459,2,type of institution,Wikidata metaclass,Q24017414,http://wikidata.org/entity/Q117023459
Q17587988,1,symmetry of music,,,http://wikidata.org/entity/Q17587988
Q11072804,1,instrumental ensemble,musical ensemble consisting solely of instruments,Q105756498,http://wikidata.org/entity/Q11072804
Q106834231,1,music by period of time,"overview of music from a historical perspective, where the described music cannot go beyond the historical scope",Q19478619,http://wikidata.org/entity/Q106834231
Q3958441,1,economic sector,conceptual grouping of economic activities,Q5962346,http://wikidata.org/entity/Q3958441
Q1801887,1,agriculture and forestry,industry combining agriculture and forestry,Q268592,http://wikidata.org/entity/Q1801887
Q357279,1,cultivation,creation and maintenance of conditions that ensure the growth of certain organisms,,http://wikidata.org/entity/Q357279
Q1792379,1,art genre,"form of art in terms of a medium, format or theme",Q19478619,http://wikidata.org/entity/Q1792379
Q12737077,5,occupation,label applied to a person based on an activity they participate in,Q24017414,http://wikidata.org/entity/Q12737077
Q215627,1,person,"being that has certain capacities or attributes constituting personhood (for humans, use Q5 [human] with P31 [instance of])",,http://wikidata.org/entity/Q215627
Q3099911,1,scientific instrument,equipment specifically designed to facilitate the acquisition of scientific data,Q123588392,http://wikidata.org/entity/Q3099911
Q628455,1,rite,ceremonial act marked by the liturgy of a religion,,http://wikidata.org/entity/Q628455
Q331055,1,burial,ritual act of placing a dead person into the ground,Q1190554,http://wikidata.org/entity/Q331055
Q207315,1,cremation,disposition of a dead body by burning,Q5282671,http://wikidata.org/entity/Q207315
Q630013,1,burial at sea,method of burial,Q11621153,http://wikidata.org/entity/Q630013
Q567603,1,unmarked grave,a grave without a marker or monument,,http://wikidata.org/entity/Q567603
Q4998809,1,burial tree,tree or simple structure used for supporting corpses,Q201676,http://wikidata.org/entity/Q4998809
Q124650093,1,funeral invoice,itemized expenses for a funeral,Q190581,http://wikidata.org/entity/Q124650093
Q184418,1,coffin,"container for transport, laying out and the burial of a corpse",,http://wikidata.org/entity/Q184418
Q203443,1,tombstone,"stele or marker, usually stone, that is placed over a grave",Q11028,http://wikidata.org/entity/Q203443
Q855743,1,hearse,large funeral vehicle,,http://wikidata.org/entity/Q855743
Q751982,1,funeral procession,public organized movement of mourners along a route as a funeral custom,Q25616502,http://wikidata.org/entity/Q751982
Q12909644,1,political ideology,"ideology that advocates social, political and economic organization of human life",Q110401282,http://wikidata.org/entity/Q12909644
Q3048444,1,school of economic thought,group of economic thinkers who share or shared a common perspective on the way economies work,Q130804054,http://wikidata.org/entity/Q3048444
Q19659292,2,musical instrument part,component used in the construction of a musical instrument,,http://wikidata.org/entity/Q19659292
Q131986441,1,pipe,name of a corps of musical instruments from the group of wind instruments,,http://wikidata.org/entity/Q131986441
Q3689704,1,oral communication,communication using speech,,http://wikidata.org/entity/Q3689704
Q4393922,1,vocal sound,sound produced by a human,,http://wikidata.org/entity/Q4393922
Q29881373,1,vocal ensemble,musical ensemble consisting solely of singers,Q105756498,http://wikidata.org/entity/Q29881373
Q106625143,1,choir singer,singer (male or female) in a choir made up of several people,Q12737077,http://wikidata.org/entity/Q106625143
Q1076502,1,choir director,person who directs a choir,Q66715801,http://wikidata.org/entity/Q1076502
Q181175,1,scalar quantity,quantity represented by a scalar: quantity having no direction,Q71758646,http://wikidata.org/entity/Q181175
Q58415929,1,spatio-temporal entity,"object with a position in time and/or space, and possibly an extent in time and/or space",Q124711104,http://wikidata.org/entity/Q58415929
Q2487752,1,independent variable,parameter that represents an arbitrary input of a mathematical expression,,http://wikidata.org/entity/Q2487752
Q133250,1,sequence,ordered list of the same type of elements (finite or infinite),,http://wikidata.org/entity/Q133250
Q3054889,1,measurable set,an element of the sigma-algebra of a measurable space,,http://wikidata.org/entity/Q3054889
Q186081,1,time interval,"temporal extent having a beginning, an end and a duration",,http://wikidata.org/entity/Q186081
Q216353,1,title,"qualified name, rank, or other indication of a class or role given to or inherited by a person, often affixed to a person's name",,http://wikidata.org/entity/Q216353
Q17573152,1,believer,person who believes in religious doctrine,Q4392985,http://wikidata.org/entity/Q17573152
Q4120621,1,rank,level in a hierarchy,,http://wikidata.org/entity/Q4120621
Q2588761,1,tradesperson,worker that specializes in a particular trade or craft requiring skill,Q12737077,http://wikidata.org/entity/Q2588761
Q44494,1,mill,"device that breaks solid materials into smaller pieces by grinding, crushing, or cutting",,http://wikidata.org/entity/Q44494
Q2111778,1,production structure,general term that groups all structures built for the purpose of industry,Q29028649,http://wikidata.org/entity/Q2111778
Q56822897,1,mill building,building that houses a mill,Q134496690,http://wikidata.org/entity/Q56822897
Q2221906,1,geographic location,"point, line or area on or near Earth",Q96253971,http://wikidata.org/entity/Q2221906
Q35825432,1,converter,"entity that converts, modifies, or transforms, producing an change of state, observable on the entity itself or on other objects",,http://wikidata.org/entity/Q35825432
Q58635633,1,media profession,variety of occupations,Q29028649,http://wikidata.org/entity/Q58635633
Q482980,3,author,writer of an original work,Q12737077,http://wikidata.org/entity/Q482980
Q103810966,1,circus profession,,Q19478619,http://wikidata.org/entity/Q103810966
Q483501,5,artist,person who engages in any form of artistic creation or practice,Q12737077,http://wikidata.org/entity/Q483501
Q187588,1,social class,group of people categorized in a hierarchy based on socioeconomic factors,,http://wikidata.org/entity/Q187588
Q127871326,1,estate of the realm,self-contained large social group in medieval and early modern Europe,,http://wikidata.org/entity/Q127871326
Q874405,2,social group,two or more humans who interact with one another,Q33104129,http://wikidata.org/entity/Q874405
Q16744001,1,noble,member of the nobility,Q189970,http://wikidata.org/entity/Q16744001
Q113291098,1,noble women,women of the nobility,Q151885,http://wikidata.org/entity/Q113291098
Q78088984,1,study type,"Wikidata metaclass and category of a research project, Wikidata metaclass for research",Q109542218,http://wikidata.org/entity/Q78088984
Q2155640,1,empirical research,research using empirical evidence,Q78088984,http://wikidata.org/entity/Q2155640
Q730675,1,quantitative research,all procedures for the numerical representation of empirical facts,Q1047113,http://wikidata.org/entity/Q730675
Q3695082,1,sign,"semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.",,http://wikidata.org/entity/Q3695082
Q1272626,1,representation,"entity or process that portrays something else, usually in a simplified or approximated manner",Q151885,http://wikidata.org/entity/Q1272626
Q6942574,1,music performance technique,ability of musicians to exert optimal control of their instruments and/or bodies,,http://wikidata.org/entity/Q6942574
Q214961,1,improvisation,process of devising a solution to a requirement in an ad hoc fashion,,http://wikidata.org/entity/Q214961
Q1792623,1,arts educational institution,educational institution of any level teaching any of the arts,Q112872396,http://wikidata.org/entity/Q1792623
Q13226383,1,facility,"place, equipment, or service to support a specific function",Q12046615,http://wikidata.org/entity/Q13226383
Q843227,1,trope,"use of figurative language – via word, phrase, or even an image – for artistic effect",,http://wikidata.org/entity/Q843227
Q182545,1,stylistic device,"technique used to give an auxiliary meaning, idea, or feeling to a literal message, including assonance, consonance and alliteration",,http://wikidata.org/entity/Q182545
Q1151067,2,rule,"prescription, including laws, regulations, instructions, guidelines, and social conventions; determinate method for performing any operation",,http://wikidata.org/entity/Q1151067
Q6805989,1,media regulation,control or guidance of mass media by governments and other bodies,Q597339,http://wikidata.org/entity/Q6805989
Q192581,1,job activity,activity done by a person to earn money,,http://wikidata.org/entity/Q192581
Q22692,1,freedom of speech,right to communicate one's opinions and ideas and right to speak,Q29556,http://wikidata.org/entity/Q22692
Q15831325,1,class used in Universal Decimal Classification,,,http://wikidata.org/entity/Q15831325
Q33122512,2,social sciences and humanities,area of scholarly activity,Q2465832,http://wikidata.org/entity/Q33122512
Q97929320,1,"humanities, arts and social sciences","group of humanities, arts and social sciences disciplines",,http://wikidata.org/entity/Q97929320
Q8134,1,economics,"social science that studies the production, distribution, and consumption of goods and services",Q11862829,http://wikidata.org/entity/Q8134
Q36442,1,political science,scientific study of politics,Q4671286,http://wikidata.org/entity/Q36442
Q23404,2,anthropology,"scientific study of humans, human behavior, and societies",Q11862829,http://wikidata.org/entity/Q23404
Q2729863,1,hostility,form of emotionally charged angry behavior,Q9332,http://wikidata.org/entity/Q2729863
Q859781,1,bigotry,intolerance of different views or beliefs,Q31172650,http://wikidata.org/entity/Q859781
Q169207,1,discrimination,differential treatment based on membership of a certain group,Q33104129,http://wikidata.org/entity/Q169207
