biblioitem,title,call_number,barcode,source_of_acquisition
11159,Bach in Köthen,BIO BACH1 e,20127700,Koopman
11160,Bach-Studien,BIO BACH1 e,20123701,Koopman
11163,"Jean-Noël Hamal (1709-1778), Chanoine Impérial et Directeur de la musique de la Cathédrale Saint-Lambert de Liège :",BIO HAMA d,20130322,Koopman
11164,"Die Dresdener Handschrift. Orgeldispositionen. Eine Handschrift aus dem XVIII. Jahrhundert, im Besitz der Sächsischen Landesbibliothek, Dresden",INS3.1b,20125828,Koopman
11166,De Abdij van Park.,TOP BE.LEU 0,20121508,Koopman
11167,Karl Luython als motetten-komponist,BIO LUYT e,20125694,Koopman
11168,Die Kaiserliche Hofmusik-Kapelle von 1543 bis 1619,TOP AT.VIE 4,20123329,Koopman
11169,De Illustre Lieve Vrouwe Broederschap te 's-Hertogenbosch:,TOP NL.HER 3,20122690,Koopman
11170,Hasper en het kerklied,BIO HASP d,20127321,Koopman
11171,De uitvoeringspraktijk van het recitatief in de 17e en 18e eeuw,MTP2 SMIT,20125144,Koopman
11172,Het jaar van de heer,LIT SMIT a,20130284,Koopman
11175,Pieter Langendijk,BIO LANG d,20123567,Koopman
11176,The Performance of 16th-Century Music. Learning from the Theorists,MTP 2 SMIT,20127225,Koopman
11177,Eighteenth-Century Decoration:,TOP GB 5,20125414,Koopman
11178,A history of Hull Organs & Organists,INS3.1a GB.HUL,20122788,Koopman
11179,Toward an Authentic Interpretation of the Organ Works of César Franck,BIO FRAN e,20123106,Koopman
11180,A Bibliography of the Musical Works Published by John Walsh During the Years 1695-1720,BIB4 GB WAL,20125482,Koopman
11181,"Concerning Händel, his life and w",BIO HAND d,20122837,Koopman
11184,The Music and History of the Baroque Trumpet before 1721,INS7.3a,20128104,Koopman
11185,"Een verbazende stilte. Klassieke muziek, gedragsregels en sociale controle in de concertzaal",AES SMIT1,20123570,Koopman
11187,Muziek en drama in de middeleeuwen,GHM3,20125315,Koopman
11188,"Dia-Pason, de omnibus:",GHM3,20128636,Koopman
11189,"Musikerziehung,",GHM0,20129421,Koopman
11190,Het biologisch-muzisch ritme.,MTP1 SMIT,20126708,Koopman
11191,Maria Tesselschade:,BIO VISS d,20123553,Koopman
11192,"Samuel Coster, ethicus-didacticus:",BIO COST e,20120443,Koopman
11193,Het Nederlandse renaissancetoneel,TOP NL 4,20126445,Koopman
11196,In ere hersteld. Het Verhofstadt-orgel in Utrecht 1716-2016 IJsselmuiden.,INS3.1e NL.IJS,20123647,Koopman
11197,Nach Lübeck in den Fußstapfen von,BIO BACH1 e,20122634,Koopman
11198,"Dieterich Buxtehude, Organist in Lübeck",BIO BUXT d,20122883,Koopman
11199,Dieterich Buxtehude,BIO BUXT d,20120787,Koopman
11200,"Dodendantz, Lübeck 1520",LIT SODM a,20122343,Koopman
11201,Sebastian Bach in Arnstadt,BIO BACH1 e,20125342,Koopman
11202,Die Musik im Münchener Dom Unserer Lieben Frau in Vergangenheit und Gegenwart,TOP DE.MUN1,20127327,Koopman
11204,Das kirchenmusikalische Amt in der Evangelische Kirche der altpreußischen Union.,TOP DE 7,20126848,Koopman
11205,Erneuerte Kirchenmusik:,GEN 2,20127488,Koopman
11206,Gli albori del melodramma,TOP IT 5,20128082,Koopman
11207,Le origini del melodramma:,TRE SOLE,20125339,Koopman
11209,Beschrijvende catalogus van gegraveerde portretten van Nederlanders,VIS SOME,20120795,Koopman
11209,Beschrijvende catalogus van gegraveerde portretten van Nederlanders,VIS SOME,20120794,Koopman
11209,Beschrijvende catalogus van gegraveerde portretten van Nederlanders,VIS SOME,20120793,Koopman
11212,Joseph Haydn:,BIO HAYD1 b,20128027,Koopman
11213,Early Concert-Life in America (1731-1800),TOP US 5,20123549,Koopman
11214,Catalogue of Opera Librettos Printed Before 1800:,BIB4 US.WAS SONN,20121284,Koopman
11214,Catalogue of Opera Librettos Printed Before 1800:,BIB4 US.WAS SONN,20121283,Koopman
11216,Die Tragödien,LIT SOPH a,20120242,Koopman
11217,Romanciers du XVIIe siècle,LIT SORE a,20126604,Koopman
11218,Labore et Constantia 1589-1989.,BIB4 BE.ANT,20129265,Koopman
11220,La musique à la cour de Louis XIV et de Louis XV d'après les Mémoires de Sourches et Luynes 1681-1758,TOP FR 5,20127957,Koopman
11220,La musique à la cour de Louis XIV et de Louis XV d'après les Mémoires de Sourches et Luynes 1681-1758,TOP FR 5,20127166,Koopman
11222,L'Amore Industrioso,SCO SOUS,20121916,Koopman
11222,L'Amore Industrioso,SCO SOUS,20121917,Koopman
11225,Cantates J.S. Bach (II),BIO BACH1 e,20128258,Koopman
11227,Oberwäbische Barockstraße:,TOP DE.UPP,20125895,Koopman
11228,Bibliographie des altfranzösischen Liedes,TOP FR 3,20126958,Koopman
11228,Bibliographie des altfranzösischen Liedes,TOP FR 3,20126957,Koopman
11230,Il fondo di musica strumentale Ricardi di Netro a Udine,BIB4 IT.UDI,20121364,Koopman
11231,Caravaggio and his followers /,BIO CARA c,20128992,Koopman
11232,"Hugo Spechtshart von Reutlingen,",BIO SPEC e,20126700,Koopman
11233,Boccherini Studies: New Evidence,BIO BOCC e,20126858,Koopman
11235,Muziek en Religie,GEN 2,20130314,Koopman
11236,Der Untergang des Abendlandes:,PHI SPEN a,20132876,Koopman
11236,Der Untergang des Abendlandes:,PHI SPEN a,20132875,Koopman
11238,Poetical Works,LIT SPEN a,20120344,Koopman
11239,Die Salzburger Grossen Domorgeln,INS3.1e AT.SAL,20128760,Koopman
11240,"Rhetoric, Rhetoricians, and Poets:",LIT SPIE a,20127839,Koopman
11241,Provinciale Commissie voor geschiedenis en cultuur,TOP BE.FLA 0,20127562,Koopman
11243,Leven en werk van de Antwerpse luitcomponist Emanuel Adriaenssen (ca.1554-1604),BIO ADRI d,20128147,Koopman
11243,Leven en werk van de Antwerpse luitcomponist Emanuel Adriaenssen (ca.1554-1604),BIO ADRI d,20121444,Koopman
11244,Das Verhältnis zwischen Wort und Ton in den Kantaten Johann Sebastian Bachs:,BIO BACH1 e,20126723,Koopman
11248,Musikgeschichtliche Aufsätze,TRE SPIT,20125358,Koopman
11249,Joh. Seb. Bach,BIO BACH1 d,20123784,Koopman
11250,Joh. Seb. Bach,BIO BACH1 d,20123783,Koopman
11254,The Birth of the Orchestra:,GEN 14,20129338,Koopman
11256,How chances it they travel?,TOP DK 4,20127485,Koopman
11257,Passion Composition and Composers of Passion Music Associated with the Court of Anhalt-Zerbst,TOP DE.ZER 5,20121490,Koopman
11257,Passion Composition and Composers of Passion Music Associated with the Court of Anhalt-Zerbst,TOP DE.ZER 5,20121489,Koopman
11259,"Van vedelaars, trommers en pijpers",GHM3,20122624,Koopman
11260,Classicismo e Manierismo nel Nord,VIS XL SANT,20129410,Koopman
11262,Zachows Kantaten:,BIO ZACH2 e,20126558,Koopman
11263,Die Totentanz Orgel der Marienkirche zu Lübeck,INS3.1e DE.LUB,20125267,Koopman
11264,Lübecks Orgeln,INS3.1e DE.LUB,20121325,Koopman
11265,Franz Tunder und Dietrich Buxtehude:,BIO TUND e,20122884,Koopman
11266,Zeitschrift des Vereins für Lübeckische Geschichte und Altertumskunde,TOP DE.LUB,20122880,Koopman
11266,Zeitschrift des Vereins für Lübeckische Geschichte und Altertumskunde,TOP DE.LUB,20127432,Koopman
11267,Musik-Bücher der Lübecker Stadtbibliothek,BIB4 DE.LUB,20122500,Koopman
11268,Die Musik-Abteilung der Lübecker in ihren älteren Beständen:,BIB4 DE.LUB,20122499,Koopman
11269,Dietrich Buxtehude,BIO BUXT d,20126541,Koopman
11271,Musik in der Residenz.,TOP DE.WUR2 5,20127831,Koopman
11272,Diarium Martini Crusii: Gesamtregister,BIO CRUS c,20127629,Koopman
11273,The History of the Library in Western Civilization,BIB1 STAI,20121249,Koopman
11273,The History of the Library in Western Civilization,BIB1 STAI,20121248,Koopman
11273,The History of the Library in Western Civilization,BIB1 STAI,20121247,Koopman
11273,The History of the Library in Western Civilization,BIB1 STAI,20121246,Koopman
11273,The History of the Library in Western Civilization,BIB1 STAI,20121245,Koopman
11281,Geschiedenis van het orgel in de Westerkerk te Amsterdam,INS3.1e NL.AMS,20129103,Koopman
11282,Jan Pieterszoon Sweelinck,BIO SWEE1 d,20120887,Koopman
11284,Georg Muffat:,BIO MUFF e,20123010,Koopman
11286,Montesquieu par lui-même,PHI MONT b STAR,20126536,Koopman
11287,Friesche Lust-Hof,LIT STAR a,20120505,Koopman
11287,Friesche Lust-Hof,LIT STAR a,20120504,Koopman
11289,Die Bedeutung der Schulmusik am Athenaeum für die Stadt Stade von ihrem Beginn bis zum Ausgang des 18. Jahrhunderts,TOP DE.STA 4,20120374,Koopman
11290,The Forkel-Hoffmeister & Kühnel Correspondence:,BIO BACH1 e,20121471,Koopman
11291,J. S. Bach as Organist:,BIO BACH1 e,20123041,Koopman
11292,The Organ Preludes of Johann Sebastian Bach,BIO BACH1 e,20123040,Koopman
11293,Abraham Van Diepenbeeck :,BIO VAND4 d,20120262,Koopman
11294,The Grand Tradition.,INS2a,20128219,Koopman
11295, De koorbanken in de Martinikerk te Bolsward en hun Europese context,TOP NL.BOL,20126830,Koopman
11296,Ecclesia Metropolitana Pragensis Catalogus Collectionis Operum Artis Musicæ,BIB4 CZ.PRA,20122648,Koopman
11296,Ecclesia Metropolitana Pragensis Catalogus Collectionis Operum Artis Musicæ,BIB4 CZ.PRA,20122643,Koopman
11299,Pieter Nieuwland en het evenwicht,BIO NIEU e,20127680,Koopman
11300,"G.H. Stölzels ""Abhandlung vom Rec",BIO STOL2 e,20121474,Koopman
11301,Die Quaestiones in Musica,BIO RUDO e,20126698,Koopman
11302,Johann Sebastian Bach,BIO BACH1 d,20126644,Koopman
11303,Zur Geschichte der Musik in Heidelberg,TOP DE.HEI1 4,20126705,Koopman
11304,"Christus, dir lebe ich",BIO SCHU5 e,20125786,Koopman
11309,Kulturfahrplan:,REF1,20122068,Koopman
11310,Das Menuett in der Instrumentalmusik Joseph Haydns /,BIO HAYD1 e,20123100,Koopman
11311,Reminiscences,BIO STEI1 a,20120959,Koopman
11313,Wege zu Dom Bédos.,INS3.1b BEDO,20122905,Koopman
11314,Verzeichnis. G. F. Steinmeyer & Co. Könige. Bayer. Hof-Orgel- und Harmonium-Fabrik. Oettingen/Bayern.,INS3.1b STEI,20128811,Koopman
11315,L'organo di Valvasone nell' arte,INS3.1e IT.VAL,20128691,Koopman
11316,Johan Wikmanson und die Brüder Si,BIO WIKM e,20122524,Koopman
11317,"Les Fiocco, une famille de musiciens Belges aux XVIIe et XVIIIe siècles",BIO FIOC d,20122932,Koopman
11319,Bronnen tot de geschiedenis der Antwerpsche klavecimbel- en orgelbouwers in de XVI en XVII eeuwen,INS3a BE.ANT1,20128781,Koopman
11321,Het muziekhistorisch belang der catalogi en inventarissen van het Plantinsch Archief,BIB4 BE.ANT,20127311,Koopman
11322,Bibliographie des éditions musicales plantiniennes,BIB4 BE.ANT,20123424,Koopman
11323,"Haydn, Mozart and Metastasio",BIO HAYD1 d,20123077,Koopman
11324,Stendhal par lui-même,BIO STEN a,20122194,Koopman
11325,Jheronimus Bosch Bijdragen,BIO BOSC e,20121106,Koopman
11326,Van rederijkerskamer tot Muiderkring,TOP NL 5,20126818,Koopman
11328,Untersuchungen zur mitteldeutschen Musiküberlieferung und Musikpflege im 16. Jahrhundert,TOP DE 4,20127877,Koopman
11329,Die Musiksammelhandschriften des 16. und 17. Jahrhunderts in der Sächsischen Landesbibliothek zu Dresden,BIB4 DE.DRE,20128336,Koopman
11330,The New Monteverdi Companion,BIO MONT2 a,20121148,Koopman
11331,Thomas Tomkins 1572-1656,BIO TOMK d,20120878,Koopman
11333,Shakespeare in Music,LIT SHAK b HART,20120909,Koopman
11334,"Recollections of R.J.S. Stevens,",BIO STEV1 a,20122048,Koopman
11335,"La música en la Catedral de Sevilla, 1478-1606.",TOP ES.SEV 4,20120806,Koopman
11336,Spanish Cathedral Music in the Golden Age,TOP ES 4,20126720,Koopman
11337,An interim list of Scottish Organs (Excluding Edinburgh),INS3.1a GB.SCO,20123573,Koopman
11340,De orgels en beiaarden van de Nicolaikerk,INS3.1e NL.UTR,20122516,Koopman
11341,Der Zeichner Johann Sebastian Bach und sein Umkreis:,BIO BACH13 c,20122985,Koopman
11342,Zur Geschichte der Instrumentalmusik in Lübeck.,TOP DE.LUB,20127312,Koopman
11343,De viola da Gamba in het Noord-Nederlandse muziekleven,INS4.5d STIG,20127992,Koopman
11344,Johann Sebastian Bach und das Leipziger gottesdienstliche Leben seiner Zeit,BIO BACH1 e,20125926,Koopman
11345,"Jacques Stinkers Orgelpijpmakers. Kalender, 1976",INS3.1b STIN,20128589,Koopman
11346,"Jacques Stinkers Orgelpijpmakers. Kalender, 1977",INS3.1b STIN,20125796,Koopman
11347,Roger North's Essay of Musicall A vol. 1,BIO NORT a,20123754,Koopman
11348,Roger North's Essay of Musicall A vol. 2,BIO NORT a,20123753,Koopman
11349,J. S. Bach's Great Eighteen Organ Chorales,BIO BACH1 e,20121334,Koopman
11350,The Bach manuscripts of Johann Peter Kellner and his circle :,BIO BACH1 e,20123265,Koopman
11351,Die Anfänge vierhändiger Klaviermusik:,BIO CLEM e,20126756,Koopman
11352,Het orgel in de hervormde kerk van Schiermonnikoog,INS3.1e NL.SCH2,20139964,Koopman
11353,Musik und Musiker in Karikatur und Satire :,VIS STOR,20127605,Koopman
11354,Europese boekbanden anno 1995,BIB2 STOR,20123740,Koopman
11355,De achttiende-eeuwse Haagse boekband in de Koninklijke Bibliotheek en het Rijksmuseum Meermanno-Westreenianum:,BIB4 NL.HAG,20120057,Koopman
11357,"English Travellers abroad, 1604-1667:",TOP GB,20125861,Koopman
11358,Koud tot op het bot:,TOP NL 4,20127064,Koopman
11359,Serenata a 3 con strumenti:,SCO HAND,20123857,Koopman
11360,Esulle dalle sfere:,SCO STRA2,20121740,Koopman
11361,Instrumental Music,SCO STRA2,20121754,Koopman
11362,La musique aux Pays-Bas avant le XIXe siècle,TOP BE,20120096,Koopman
11362,La musique aux Pays-Bas avant le XIXe siècle,TOP BE,20120095,Koopman
11362,La musique aux Pays-Bas avant le XIXe siècle,TOP BE,20120094,Koopman
11362,La musique aux Pays-Bas avant le XIXe siècle,TOP BE,20120093,Koopman
11367,Hans Henrick Baederorgel in de St. Walburgskerk te Zutphen. Beknopte geschiedenis es beschrijving,INS3.1e NL.ZUT,20129007,Koopman
11368,Briefe eines Thomaskantors,BIO STRA4 a,20120907,Koopman
11369,A Confidential Matter:,BIO STRA1 a,20126905,Koopman
11370,Introduction to Medieval Latin,LIT STRE a,20126501,Koopman
11371,Constantijn Huygens 1596-1996 :,BIO HUYG1 e,20128201,Koopman
11372,Christoph Bernhard,BIO BERNH d,20120783,Koopman
11373,Pavanen und Galliarden in der englischen Virginalmusik des ausgehenden 16. und beginnenden 17. Jahrhunderts,TOP GB 4,20120699,Koopman
11376,Het is thans zeer briljant:,TOP NL.ZWO 5,20128966,Koopman
11377,Bloemen in Gethsemané :,BIO REVI e,20120972,Koopman
11381,Hofwijck:,BIO HUYG e,20122041,Koopman
11383,Essays on Handel and Italian Opera,BIO HAND e,20126758,Koopman
11384,"Artists of the Tudor court :the portrait miniature rediscovered, 1520-1620 ",TOP GB 4,20127745,Koopman
11386,Die Viola da Gamba am Wiener Kaiserhof:,INS4.5d STRU,20123461,Koopman
11391,Johann Valentin Rathgeber.,BIO RATH d,20123709,Koopman
11392,Curia sonans. Die Musikgeschichte der Stadt Hof.,TOP DE.HOF 0,20126903,Koopman
11393,Memoriaal van Bredero:,BIO BRED d,20128111,Koopman
11394,Rekenschap,LIT STUI a,20122114,Koopman
11397,Introduction à l'harmonie de Rame,BIO RAME e,20125771,Koopman
11398,Tonadillas teatrales inéditas:,TOP ES 5,20129201,Koopman
11400,El compositor Iriarte (1750-1791) y el cultivo Español del melologo (melodrama),BIO IRIA e,20129347,Koopman
11400,El compositor Iriarte (1750-1791) y el cultivo Español del melologo (melodrama),BIO IRIA e,20129346,Koopman
11401,La tonadilla escénica,TOP ES 5,20123261,Koopman
11402,Giandomenico Tiepolo:,BIO TIEP1 d,20120681,Koopman
11403,Carl Philipp Emanuel Bach im Spiegel seiner Zeit :,BIO BACH2 b,20121163,Koopman
11404,Kamers vol kunst in zeventiende-eeuws Antwerpen,TOP BE.ANT 5,20129209,Koopman
11405,Goden van de engelenbak:,TOP NL,20128004,Koopman
11406,Historische Orgeln in Baden. 1690-1890 ,INS3.1 a DE.BAD,20128733,Koopman
11407,Das Werkstattbuch der kurpfälzischen orgelmager Wiegleb,INS3.1b WIEG,20123409,Koopman
11408,Quelques salons de Paris au XIIIe siecle,TOP FR.PAR 5,20129731,Koopman
11409,The Organ,INS3.1b,20126638,Koopman
11410,Johann Sebastian Bach und Leipzig zu seiner Zeit,BIO BACH1 e,20127908,Koopman
11411,Steirisches Musiklexikon,TOP AT.STE,20127394,Koopman
11416,Werken,LIT SWAE a,20120283,Koopman
11416,Werken,LIT SWAE a,20120282,Koopman
11416,Werken,LIT SWAE a,20120281,Koopman
11416,Werken,LIT SWAE a,20120280,Koopman
11416,Werken,LIT SWAE a,20120279,Koopman
11416,Werken,LIT SWAE a,20120278,Koopman
11432,Beiträge zur Geschichte des Buches und seiner Funktion in der Gesellschaft. ,BIB2 WIDM,20120913,Koopman
11433,Jacob van Campen,BIO CAMP d,20123609,Koopman
11434,Prisma schilders lexicon,VIS SWIL,20122308,Koopman
11434,Prisma schilders lexicon,VIS SWIL,20122307,Koopman
11436,De orgelmakers Joseph en Adam Binvignat. Maastrichtse Orgelbouw in de Nadagen van het Ancien Régime en in het begin van de Moderne Tijd,INS3.1b BINV,20127523,Koopman
11437,The Flemish Arrases of the Royal Castle in Cracow,TOP PL.KRA 4,20128032,Koopman
11438,De Vlaamse Wandtapijten van de Wawelburcht te Krakau:,TOP PL.KRA 4,20122568,Koopman
11441,Middeleeuwse Nederlandse kunst uit Hongarije:,TOP NL 3,20125558,Koopman
11443,Grzegorz Gerwazy Gorczycki :,BIO GORC c,20122854,Koopman
11444,Orchésographie : réimpression précédée d'une notice sur les danses du XVIe siècle,TRE ARBE,20127964,Koopman
11446,"Clavicembali e spinette dal XVI a XIX secolo, collezione L.F. Tagliavini",INS3.2a IT.BOL,20128227,Koopman
11447,Archivalische Studien zur Musikpflege am Dom von Mantua (1500-1627),TOP IT.MAN 4,20122490,Koopman
11448,Middeleeuwse fresco's in Joegoslavië,TOP YU 3,20122304,Koopman
11449,Tomaso Albinoni:,BIO ALBI d,20125076,Koopman
11450,Benedetto Vinaccesi :,BIO VINA d,20121402,Koopman
11451,Vivaldi:,BIO VIVA c,20123264,Koopman
11452,Companion to Baroque Music,GHM5,20127251,Koopman
11453,Venetian Music in the Age of Vivaldi,TOP IT.VEN1 5,20127357,Koopman
11454,Restauratie van het orgel in de Westzijderkerk te Zaandam,INS3.1e NL.ZAA,20128787,Koopman
11455,Anleitung zur Entmechanisierung der Musik,MTP1 TALS,20123328,Koopman
11456,Langs Nederlandse Orgels ,INS3.1a NL,20128706,Koopman
11456,Langs Nederlandse Orgels ,INS3.1a NL,20128707,Koopman
11456,Langs Nederlandse Orgels ,INS3.1a NL,20128709,Koopman
11456,Langs Nederlandse Orgels ,INS3.1a NL,20128708,Koopman
11458,"Carlo Gesualdo,",BIO GESU d,20127672,Koopman
11459,The Weapons of Rhetoric. A guide for musicians and audiences.,MTP 2 TARL,20120089,Koopman
11460,Bläserartikulation in der Alten Musik: eine kommentierte Quellensammlung.,INS6d TARR,20126639,Koopman
11461,Gli Antichi Organi della Diocesi di Savona e Noli,INS3.1e IT.LIG,20129042,Koopman
11462,Traktat über die Musik: gemäss der wahren Wissenschaft von der Harmonie,TRE TART,20123311,Koopman
11464,Die Kirchenmusik Peter von Winters (1754-1825) :,BIO WINT e,20120670,Koopman
11464,Die Kirchenmusik Peter von Winters (1754-1825) :,BIO WINT e,20120470,Koopman
11465,Bach and the riddle of the number alphabet /,BIO BACH1 e,20120371,Koopman
11466,Höfische Tänze. Ihre Geschichte und Choreographie.,GEN 17,20125135,Koopman
11468,Thematic catalog of the works of,BIO CLAR c,20122948,Koopman
11470,Sächsische Stadtpfeiffer.,TOP DE.SAX1 0,20126839,Koopman
11472,Sept soleils dur la neige,LIT TELD a,20122202,Koopman
11474,Singen ist das Fundament zur Music in allen Dingen:,BIO TELE a,20122807,Koopman
11475,"Georg Philipp Telemann, Briefwechsel:",BIO TELE a,20122806,Koopman
11477,Het orgel. Een hand- en leerboek der orgelboukust,INS3.1b,20126941,Koopman
11478,"De naamborden, rouwborden en tekstborden in de Grote Kerk te Haarlem",TOP NL.HAA,20126577,Koopman
11479,Wolfgang Amadeus Mozart 1759-1791:,BIO MOZA1 d,20126476,Koopman
11480,XXIV Paepsche vergaderplaetsen:,TOP NL.AMS,20125068,Koopman
11481,Phormio and Other Plays,LIT TERE a,20120232,Koopman
11482,Astree Siunge-Choer:,TOP DK 5,20120624,Koopman
11483,Música práctica de Bartolomé Ramos de Pareja,TRE RAMO,20122937,Koopman
11484,Les orgues de la cathedrale Saint-Cécile d'Albi,INS3.1e FR.ALB,20128753,Koopman
11485,The Origin of the Family of Bach Musicians,BIO BACH0 d,20121093,Koopman
11486,Bach's Orchestra,BIO BACH1 e,20121004,Koopman
11487,Muziekreisgids :,TOP AT 0,20125429,Koopman
11489,Notes et références pour servir à,BIO DELA d,20123127,Koopman
11490,Kritischer Bericht: Dritter Teil der Klavierübung,SCO BACH1,20123497,Koopman
11491,Studien zur Messenkomposition Ant,BIO CALD e,20122874,Koopman
11493,Gedichte,LIT THEO a,20120239,Koopman
11494,Eighteenth Century Musical Instruments:,INS1a FR,20125126,Koopman
11495,Prijst de lijst:,VIS VANT,20127027,Koopman
11497,Der Klangstil des Mozartorchesters:,BIO MOZA1 e,20126706,Koopman
11498,"Die Blockflöte in Kantate, Oratorium und Oper des 17. Jahrhunderts",INS6.1d THIE,20130325,Koopman
11500,Acht eeuwen kostuum,HUM THIE,20126781,Koopman
11502,De hoefslag van Pegasus :,BIO MAND e,20122738,Koopman
11503,Johan Coenradus Boers 1812-1896,BIO BOER e,20125586,Koopman
11505,Albertus Groneman,BIO GRON d,20127229,Koopman
11507,Friedrich Beurhaus und seine Musiktraktate,BIO BEUR e,20120955,Koopman
11507,Friedrich Beurhaus und seine Musiktraktate,BIO BEUR e,20120954,Koopman
11509,"Le Hotteterre et les Chédeville,",BIO HOTT d,20128505,Koopman
