biblionumber;barcode
5053;20145862
5054;20145866
5055;20145864
5056;20145865
5057;20139027
5057;20139028
5058;20139036
5059;20139051
5060;20139050
5061;20139049
5062;20139033
5063;20139035
5064;20139026
5065;20145870
5066;20145871
5067;20145872
5068;20146045
5068;20146047
5068;20146061
5068;20146062
5069;20146059
5070;20146048
5071;20146050a
5072;20146050b
5073;20136394
5074;20146049
5075;20136395
5076;20146063
5077;20146064a
5078;20146064b
5079;20146065
5080;20146060
5081;20146066
5082;20146067
5083;20138951
5083;20138952
5083;20138953
5083;20138954
5084;20138955
5085;20138956
5086;20137085
5086;20138957
5087;20138958a
5088;20138958b
5089;20138959
5090;20138960
5091;20138961
5092;20139010
5093;20139011
5094;20139012
5095;20139003
5096;20139013
5097;20139002a
5098;20139001
5099;20139014
5100;20139015
5101;20139016
5102;20139017
5103;20139018
5104;20139019
5105;20139020
5106;20136404a
5107;20136404b
5108;20139024
5109;20146068
5109;20146069
5109;20146070
5109;20146071
5109;20146072
5109;20146073
5109;20146074
5110;20146075
5111;20146079b
5112;20146079c
5113;20146079a
5114;20146076
5115;20140061
5116;20146077
5117;20146078
5118;20146058
5119;20146080a
5120;20146080b
5121;20136396
5122;20146083
5123;20146084
5124;20146085
5125;20146093
5125;20146094
5126;20136401
5127;20136405
5128;20139025
5129;20136484
5130;20139029
5131;20139030
5132;20139031
5133;20139032
5134;20136402
5135;20139398
5136;20145868
5137;20145869
5138;20145867
5139;20139399
5140;20139034
5141;20139043
5142;20139044
5142;20139045
5143;20136482a
5144;20136482b
5145;20139037
5146;20139038
5147;20139046
5148;20139047
5149;20136773
5150;20139048a
5151;20139039
5152;20139041a
5153;20139041b
5154;20139040
5155;20139059
5156;20139060
5157;20139061
5158;20139348
5159;20139349
5160;20136407
5161;20136406
5162;20136485a
5163;20136485b
5164;20136485c
5165;20139359
5166;20139360
5167;20139361
5168;20139362
5169;20139350
5170;20139351
5171;20136403
5172;20139352
5173;20139353
5174;20139354
5174;20146215
5175;20146097
5176;
5177;20146099b
5178;20146099a
5179;20146098a
5180;20146098b
5181;20146095
5182;20146205
5183;20146096
5184;20146201
5185;20146202
5186;20146203
5187;20146204
5188;20146209
5189;20146208
5190;20146207
5191;20146206
5192;20146210
5193;20146211
5194;20136398
5195;20146212
5196;20146213a
5197;20146213b
5198;20146214
5199;20136397a
5200;20136397b
5201;20146222
5202;20146221
5203;20146220
5204;20146218
5205;20146216
5205;20146217
5206;20146252
5207;20146253
5208;20146254
5209;20146255
5210;20146256
5211;20146257
5212;20146264
5213;20146266
5214;20146267
5215;20146268
5216;20146269
5217;20146270
5218;20146271
5219;20146275
5220;20146276
5221;20146274
5222;20146273
5223;20146277a
5224;20146277b
5225;20146277c
5226;20146277d
5227;20146278c
5228;20146278b
5229;20146278a
5230;20146279b
5231;20146279c
5232;20146279d
5233;20146279a
5234;20146280
5235;20146281a
5236;20146281b
5237;20146282
5238;20146283
5239;20136455
5240;20136463
5241;20136464
5242;20136460
5243;20136461
5244;20136456
5245;20136462
5246;20136457
5247;20139363
5248;20139365
5249;20139364
5250;20139368
5251;20139367
5252;20139366
5253;20139369
5254;20139370
5255;20138033b
5255;20139371a
5256;20139372
5257;20139373
5258;20139375
5259;20139374a
5259;20139374b
5260;20139376
5261;20139377
5262;20139378
5263;20139379
5264;20139380
5265;20136930
5265;20136931
5266;20139381
5267;20139382
5268;20139382b
5269;20139383
5270;20139384
5271;20138308
5272;20138307
5273;20138306
5274;20138305
5275;20138316
5276;20138315
5277;20138314
5278;20138313
5279;20138312
5280;20138317
5281;20138319
5282;20138318
5283;20138320
5284;20138321
5285;20138322
5286;20138323
5287;20138324
5288;20138325
5289;20138326
5290;20138327
5292;20138304
5293;20138329
5294;20138328
5295;20126438
5296;20138330b
5297;20138331
5298;20127748
5299;20124994
5300;20127086
5301;20130595
5302;20128958
5303;20122924
5304;20120106
5305;20120920
5306;20125156
5307;20123075
5308;20128492
5308;20128491
5311;20123441
5312;20123365
5313;20128230
5314;20127643
5315;20123098
5316;20128842
5317;20122480
5318;20125297
5319;20125298
5320;20127878
5321;20128826
5322;20120225
5323;20121298
5324;20120685
5325;20129030
5326;20122100
5327;20122463
5328;20122121
5329;20123482
5329;20123481
5335;20127913
5335;20127912
5337;20127486
5338;20121828
5339;20123376
5340;20125563
5341;20125857
5342;20122676
5343;20125920
5344;20127544
5345;20125463
5346;20128775
5347;20121550
5348;20120675
5349;20123580
5349;20123579
5351;20123578
5352;20123577
5353;20123711
5354;20125919
5355;20123407
5356;20122397
5357;20123800
5358;20127870
5359;20120335
5360;20122574
5361;20122292
5364;20128243
5365;20122135
5366;20127059
5367;20121546
5367;20121545
5369;20123564
5370;20124039
5371;20122980
5372;20123417
5373;20127005
5374;20120726
5375;20122794
5376;20120963
5377;20125277
5378;20127592
5379;20128471
5380;20120608
5381;20127781
5382;20122357
5383;20128066
5384;20130351
5385;20128394
5385;20128393
5385;20128392
5388;20128000
5389;20130068
5390;20128905
5391;20123558
5392;20120578
5393;20128989
5394;20122772
5395;20120021
5397;20128371
5397;20128391
5397;20128390
5399;20123592
5400;20122425
5401;20127138
5402;20128577
5403;20127145
5404;20125019
5405;20120657
5406;20123501
5407;20126588
5408;20128519
5409;20127545
5410;20128350
5411;20128976
5412;20122186
5413;20120130
5414;20127426
5415;20130263
5416;20121081
5417;20123464
5418;20127465
5419;20122851
5421;20120895
5422;20128573
5423;20126846
5424;20125646
5424;20125645
5424;20125644
5427;20125010
5428;20128666
5429;20130328
5430;20127084
5431;20125030
5433;20125027
5434;20127825
5435;20125231
5436;20125189
5437;20128043
5438;20125336
5439;20125317
5440;20125330
5441;20125350
5442;20125348
5443;20129744
5444;20129143
5445;20125826
5446;20125806
5447;20120975
5448;20121548
5449;20121665
5450;20121664
5451;20121666
5452;20121663
5453;20121825
5454;20121855
5456;20126744
5457;20126533
5457;20126532
5457;20126531
5457;20126530
5457;20126529
5462;20126525
5463;20126524
5464;20126519
5465;20126515
5466;20126514
5467;20126513
5468;20126512
5469;20126511
5470;20126508
5471;20126494
5472;20126493
5473;20126491
5474;20126489
5475;20126486
5476;20129734
5477;20123803
5478;20128765
5479;20125164
5480;20128220
5481;20121689
5482;20123125
5483;20123450
5483;20123451
5484;20128608
5485;20123442
5486;20123322
5487;20126707
5488;20130001
5492;20125323
5492;20125322
5492;20125320
5493;20121162
5494;20124226
5495;20126750
5496;20125134
5497;20120314
5498;20127778
5499;20127294
5500;20120243
5501;20127926
5504;20126856
5505;20127444
5506;20125888
5507;20128474
5508;20128128
5509;20123193
5510;20122862
5511;20122597
5512;
5513;20123290
5513;20134682
5514;20120169
5515;20125583
5516;20125356
5517;20127855
5518;20123582
5519;20123581
5520;20123652
5521;20127897
5521;20127896
5521;20127895
5521;20127894
5521;20127893
5521;20127892
5521;20127891
5521;20127890
5521;20127889
5530;20127865
5531;20129995
5532;20126562
5533;20123096
5534;20125142
5535;20122370
5536;20121500
5537;20121491
5539;20123203
5540;20125209
5541;20128374
5542;20130272
5543;20122179
5544;20127012
5546;20121680
5547;20121112
5548;20125025
5549;20120611
5550;20128279
5551;20126887
5552;20125111
5553;20128686
5554;20122641
5555;20123114
5556;20120061
5557;20120687
5558;20120425
5559;20125844
5560;20123718
5561;20121051
5561;20130034
5562;20121050
5563;20129985
5564;20127939
5565;20122916
5567;20120452
5567;20120451
5569;20122082
5569;20122083
5569;20122080
5570;20122079
5571;20122081
5572;20122078
5573;20122077
5574;20130196
5575;20124089
5576;20124179
5577;20124165
5578;20124164
5579;20124178
5580;20124177
5581;20124176
5582;20124175
5583;20124174
5584;20124173
5585;20124172
5586;20124171
5587;20124170
5588;20124169
5589;20124168
5590;20124167
5591;20124166
5592;20124155
5593;20124161
5594;20124162
5595;20124163
5596;20124160
5597;20124159
5598;20124158
5599;20124157
5600;20124156
5601;20124126
5602;20124127
5603;20124128
5604;20124129
5605;20124154
5606;20124132
5608;20124130
5609;20124153
5610;20124152
5611;20124151
5612;20124150
5613;20124149
5614;20124148
5615;20124147
5616;20124146
5617;20124145
5618;20124136
5619;20124135
5620;20124134
5621;20124133
5622;20124144
5623;20124143
5624;20124142
5625;20124141
5626;20124140
5627;20124139
5628;20124138
5629;20124137
5630;20124125
5631;20124124
5632;20124123
5633;20124122
5634;20124121
5635;20124120
5636;20124119
5637;20124118
5638;20124117
5639;20124116
5640;20124114
5641;20124113
5642;20124097
5643;20124098
5644;20124112
5645;20124111
5646;20124110
5647;20124109
5648;20124108
5649;20124107
5650;20124106
5651;20124105
5652;20124104
5653;20124103
5654;20124102
5655;20124101
5656;20124100
5657;20124099
5658;20124096
5659;20124095
5660;20124094
5661;
5662;20124092
5663;20124091
5664;20124090
5665;20121557
5666;20128944
5667;20127308
5668;20130010
5669;20127269
5670;20121560
5671;
5672;20121677
5674;20124085
5675;20121556
5676;20121563
5677;20124305
5678;20125270
5679;20125303
5680;20123485
5681;20123459
5682;20121285
5683;20121725
5684;20121713
5685;20121690
5688;20124005
5689;20121731
5690;20121730
5691;20121658
5694;20121637
5695;20123955
5696;20123948
5697;20123947
5698;20123946
5699;20123945
5700;20123944
5701;20123943
5702;20123942
5703;20123941
5704;20123940
5705;20123954
5706;20123939
5707;20123938
5708;20123937
5709;20123936
5710;20123935
5711;20123934
5712;20123933
5713;20123932
5714;20123931
5715;20123930
5716;20123971
5717;20123970
5718;20123969
5719;20123968
5721;20123966
5722;20123953
5723;20123965
5724;20123952
5725;20123951
5726;20123950
5727;20123949
5728;20123964
5729;20123963
5730;20123962
5731;20123961
5732;20123960
5733;20123959
5736;20123958
5737;20121735
5737;20121733
5737;20121729
5737;20121734
5737;20121724
5737;20121723
5737;20121722
5737;20121721
5737;20121720
5737;20121719
5737;20121718
5737;20121717
5737;20121716
5746;20124047
5747;20121897
5748;20124206
5749;20124183
5750;20124031
5751;20123402
5752;20126973
5753;20120738
5754;20122434
5755;20128110
5756;20120877
5757;20128126
5758;20122108
5759;20125707
5760;20123063
5761;20128931
5762;20123397
5763;20121078
5764;20126635
5766;20126990
5767;20130206
5768;20122020
5769;20130039
5770;20122669
5771;20128049
5772;20129102
5773;20128629
5774;20123667
5775;20120070
5776;20125175
5777;20125273
5778;20127970
5779;20121394
5780;20129414
5781;20122614
5782;20128710
5783;20129398
5784;20126583
5785;20127900
5786;20128293
5787;20128130
5788;20129172
5789;20122042
5790;20129987
5791;20123122
5792;20129220
5793;20127607
5794;20122399
5796;20125107
5797;20120459
5798;20127169
5799;20120775
5800;20128469
5801;20128679
5802;20123124
5803;20121173
5804;20128840
5805;20122913
5806;20128703
5808;20127903
5809;20127567
5810;20123598
5811;20128068
5812;20123522
5813;20128047
5814;20127530
5815;20122872
5816;20128362
5817;20121632
5817;20121633
5818;20130321
5819;20120054
5820;20130204
5821;20120307
5822;20128382
5823;20129960
5824;20122789
5825;20125687
5825;20137455
5826;20123686
5827;20122279
5828;20121032
5829;20121031
5830;20125247
5831;20129196
5832;20128143
5833;20128142
5834;20128171
5835;20123595
5836;20122712
5837;20126587
5838;20123241
5839;20127670
5840;20121077
5841;20128531
5842;20126776
5843;
5844;20122651
5845;20128251
5846;20123644
5847;20128139
5848;20123222
5849;20121276
5850;20130317
5851;20121297
5852;20125672
5853;20128076
5854;20120142
5855;20128401
5856;20128069
5857;20123599
5858;20125884
5860;20129276
5860;20129275
5861;20128081
5862;20120146
5863;20122210
5864;20126482
5865;20128797
5866;20127172
5867;20127497
5868;20130327
5869;20126813
5870;20129243
5870;20129241
5872;20139192
5872;20139193
5872;20139194
5872;20139195
5872;20139196
5872;20139197
5872;20144205
5872;20144206
5872;20144207
5873;20124083
5874;20124081
5875;20120656
5876;20123295
5877;20121353
5878;20122290
5879;20122852
5880;20129072
5881;20123825
5882;20120515
5883;20126747
5884;20122201
5885;20123208
5886;20122296
5887;20122295
5888;20121470
5889;20125271
5890;20121535
5891;20124224
5892;20124218
5893;20124210
5894;20122535
5895;20121802
5896;20124298
5897;20125288
5898;20128667
5899;20125440
5900;20120124
5901;20127958
5902;20125498
5903;20123427
5904;20120749
5905;20123131
5906;20127625
5907;20128598
5908;20120730
5909;20128226
5910;20128168
5911;20125577
5912;20129170
5913;20128075
5914;20129098
5915;20129100
5916;20120723
5917;20125794
5918;20121543
5919;20127565
5920;20126544
5921;20123781
5922;
5923;20121230
5924;20128291
5926;20128566
5926;20128567
5927;20121047
5928;20122129
5929;20126859
5930;20124321
5931;20124300
5932;20126875
5933;20128744
5934;20125883
5935;20120432
5936;20126991
5937;20124232
5938;20122636
5939;20127217
5940;20123383
5941;20123161
5942;20123141
5943;20125282
5944;20129238
5945;20124278
5946;20128176
5947;20125385
5948;20126522
5949;20128997
5950;20129311
5951;20121351
5952;20121319
5953;20127039
5954;20125557
5955;20122704
5956;20120551
5957;20125166
5958;20124275
5959;20122902
5960;20120930
5961;20127965
5962;20120645
5963;20125803
5964;20123487
5965;20123486
5966;20123034
5967;20122376
5968;20130348
5969;20120763
5970;20129984
5971;20123552
5972;20127991
5973;20121120
5974;20125366
5976;20120501
5977;20129413
5978;20121021
5979;20123392
5980;20122294
5981;20123314
5982;20126534
5983;20122642
5984;20127262
5985;20129318
5985;20129317
5985;20129308
5988;20128302
5989;20121805
5990;20121801
5991;20121800
5992;20121808
5993;20121819
5994;20121830
5995;20121814
5996;20123750
5997;20128651
5998;20127823
5999;20123833
6000;20121355
6001;20128254
6002;20122184
6003;20127492
6004;20125380
6004;20125379
6006;20123325
6007;20129154
6008;20125665
6009;20120856
6010;20122230
6011;20123637
6012;20126627a
6013;20127557
6014;20127413
6015;20127412
6016;20130060
6017;20123333
6018;20127401
6019;20122146
6020;20126478
6021;20120750
6022;20120429
6023;20125790
6023;20129288
6025;20129570
6026;20120892
6027;20120555
6028;20125710
6029;20128969
6030;20130006
6030;20127118
6031;20123351
6032;20121055
6033;20123502
6034;20125038
6035;20128562
6036;20128619
6037;20126844
6038;20126816
6039;20126815
6040;20126814
6042;20122349
6043;20125048
6044;20121039
6045;20126697
6046;20123411
6047;20120746
6048;20122491
6049;20120380
6050;20120759
6051;20120209
6052;20123707
6053;20127664
6054;20120030
6055;20127332
6056;20125890
6057;20128363
6058;20121621
6059;20121630
6060;20121617
6061;20123426
6062;20125899
6064;20125617
6065;20125413
6065;20122488
6066;20126550
6068;20120131
6068;20120132
6069;20127134
6070;20128439
6071;20120412
6072;20125168
6073;20125167
6074;20121649
6076;20122069
6077;20127140
6078;20126521
6079;20127139
6080;20120117
6081;20129977
6082;20128437
6083;20122995
6084;20125830
6085;20127208
6086;20121190
6087;20120602
6088;20129296
6089;20127540
6090;20129342
6091;20123440
6091;20123439
6093;20121183
6095;20123330
6096;20122156
6097;20123331
6097;20126446
6098;20120392
6099;20122297
6100;20125237
6101;20127036
6102;20125195
6103;20122096
6104;20128861
6105;20123398
6106;20120079
6107;20128262
6108;20121676
6109;20127995
6111;20128422
6112;20127978
6113;20123483
6114;20127215
6115;20120328
6116;20120327
6117;20128701
6118;20127837
6119;20128779
6120;20129966
6121;20127516
6122;20121375
6123;20128180
6124;20122229
6125;20121919
6126;20121918
6127;20127809
6128;20128388
6129;20122668
6130;20121994
6131;20125566
6132;20121342
6133;20126584
6134;20123421
6135;20120781
6136;20121874
6137;20121873
6138;20121872
6139;20129292
6140;20127942
6141;20129069
6142;20128178
6142;20128177
6144;20128333
6145;20121216
6146;20120931
6147;20127699
6148;20128712
6150;20128714
6150;20126621
6151;20128821
6152;20127708
6153;20125306
6154;20127969
6154;20127968
6154;20131015
6154;20131016
6156;20125338
6157;20128304
6158;20125728
6160;20126739
6162;20125846
6163;20121280
6164;20121257
6165;20120417
6166;20121980
6167;20125213
6168;20120264
6169;20122573
6170;20128727
6170;20128726
6172;20128729
6172;20128728
6174;20129297
6175;20126643
6175;20126642
6175;20126640
6175;20126641
6176;20122318
6177;20126661
6178;20126523
6179;20122990
6180;20127350
6181;20126937
6182;20129327
6183;20128792
6184;20126620
6185;20126724
6186;20120458
6187;20127434
6188;20126922
6189;20122670
6190;20128301
6191;20128930
6192;20126927
6193;20123432
6194;20129147
6195;20122748
6196;20127972
6197;20130203
6198;20127723
6199;20122360
6200;20129643
6201;20129025
6202;20121318
6203;20129950
6204;20127882
6205;20122711
6206;20128057
6207;20120643
6208;20125423
6209;20121117
6209;20121116
6211;20123113
6212;20120379
6213;20125572
6214;20122613
6215;20125161
6216;20121616
6217;20127943
6218;20128396
6219;20123443
6220;20127507
6221;20126798
6222;20121048
6223;20126849
6224;20120399
6225;20127167
6228;20125483
6229;20125740
6230;20123798
6231;20125204
6232;20122679
6233;20120988
6234;20120987
6235;20122350
6236;20125316
6237;20120125
6238;20129264
6238;20129263
6240;20127838
6241;20127948
6243;20121428
6244;20125760
6245;20122316
6246;20120623
6247;20122214
6248;20128833
6249;20120168
6250;20128675
6251;20123323
6252;20120937
6253;20125309
6254;20128191
6255;20126538
6256;20121156
6257;20128005
6258;20123743
6259;20120077
6260;20125510
6261;20129339
6262;20125643
6263;20127802
6265;20121175
6265;20121174
6267;20127339
6267;20127338
6268;20126737
6269;20123572
6270;20123410
6271;20120803
6272;20125647
6273;20124211
6275;20129401
6276;20129112
6276;20129111
6276;20129110
6276;20129109
6280;20143675
6281;20120899
6283;20123429
6284;20120591
6284;20121425
6285;20123155
6286;20128165
6287;20125612
6288;20128887
6289;20127959
6290;20122893
6291;20125087
6291;20125086
6293;20123702
6294;20122481
6295;20122514
6296;20128290
6297;20127618
6297;20127617
6297;20131339
6297;20131338
6299;20129047
6300;20129138
6301;20128564
6302;20120545
6303;20122459
6304;20125179
6305;20128059
6306;20128034
6307;20121264
6307;20121263
6308;20121132
6310;20123205
6311;20127128
6312;20123284
6314;20127999
6315;20130062
6315;20129370
6316;20122644
6317;20122052
6318;20123627
6319;20126886
6320;20120369
6321;20122183
6322;20128548
6323;20120011
6324;20128513
6325;20123790
6326;20123396
6326;20123395
6329;20121009
6330;20125022
6331;20121662
6332;20121659
6333;20125406
6334;20122511
6335;20129158
6336;20125508
6337;20127513
6338;20125160
6339;20123132
6340;20130333
6341;20120295
6342;20128818
6343;20122205
6344;20123716
6345;20126664
6345;20131521
6346;20121323
6347;20125396
6348;20127776
6349;20121074
6350;20122001
6351;20120001
6352;20129400
6353;20121506
6354;20121088
6355;20122228
6356;20123095
6357;20120448
6358;20128968
6359;20129177
6360;20129176
6361;20129368
6362;20123463
6363;20121186
6364;20122999
6365;20120808
6366;20122551
6367;20122057
6368;20127447
6369;20127462
6371;20121209
6372;20130072
6372;20127805
6373;20127362
6374;20120819
6375;20120397
6376;20123444
6377;20122022
6378;20122889
6378;20122888
6380;20120033
6381;20128359
6382;20123571
6383;20120311
6384;20128217
6385;20130265
6385;20130266
6387;20120572
6388;20123400
6389;20121993
6390;20120144
6391;20126673
6392;20127509
6392;20127508
6393;20126897
6394;20121266
6395;20127606
6396;20128331
6398;20123438
6398;20123437
6399;20122887
6400;20127433
6401;20127323
6402;20130059
6403;20121046
6403;20121045
6405;20122844
6406;20128877
6407;20125921
6408;20122798
6408;20122797
6411;20125491
6412;20121362
6413;20123115
6414;20128822
6415;20122498
6416;20120993
6420;20125248
6421;20125245
6422;20120138
6423;20121243
6424;20122771
6425;20127132
6426;20121547
6427;20121685
6428;20121574
6429;20121573
6430;20121572
6431;20121571
6432;20121645
6433;20121646
6434;20124235
6435;20124234
6436;20124233
6437;20124240
6438;20124241
6439;20124239
6440;20124238
6441;20124237
6442;20124310
6443;20124296
6444;20124291
6445;20124281
6446;20124280
6447;20123404
6448;20127956
6449;20121040
6451;20121793
6451;20121792
6455;
6456;20121797
6459;20125055
6460;20125925
6461;20129272
6462;20125452
6463;20123227
6464;20120697
6465;20121465
6465;20125436
6465;20125435
6466;20121799
6467;20121818
6468;20121815
6469;20124073
6470;20124072
6471;20128403
6472;20128515
6473;20121080
6474;20125720
6474;20125719
6476;20122779
6476;20122778
6478;20125371
6479;20127716
6480;20121288
6481;20127496
6482;20123121
6483;20122873
6484;20121884
6485;20129392
6486;20123146
6487;20128791
6488;20121002
6489;20120788
6490;20126796
6490;20126795
6492;20126785
6493;20123117
6494;20120934
6495;20125880
6496;20121286
6497;20122537
6498;"TOP IT.GEN"
6499;20125792
6500;20120590
6501;20122859
6502;20129458
6503;20127717
6504;20124222
6505;20121743
6506;20121742
6507;20127392
6508;20126984
6509;20128529
6510;20125349
6511;20123672
6512;20120366
6513;20124277
6514;20128145
6514;20128144
6516;20128766
6517;20123649
6518;20120577
6519;20125494
6520;20122031
6524;20121131
6525;20123074
6526;20127158
6527;20128836
6528;20122364
6529;20121909
6530;20121157
6531;20123133
6532;20120402
6533;20125587
6534;20122997
6536;20121405
6537;20120431
6538;20124045
6539;20121505
6540;20121876
6541;20121875
6542;20120206
6543;20121122
6544;20120127
6545;20124230
6546;20124229
6547;20127481
6548;20124037
6549;20129349
6550;20125174
6551;20128876
6552;20123137
6553;20120834
6554;20120778
6555;20120407
6556;20124061
6557;20124288
6558;20127183
6559;20127641
6560;20127711
6561;20123460
6562;20126660
6563;20125787
6564;20125392
6565;20123717
6566;20120034
6567;20128187
6568;20125067
6569;20125007
6570;20125006
6571;20120724
6572;20128035
6573;20123139
6574;20122510
6575;20126502
6576;20127801
6577;20129373
6577;20129372
6579;20120353
6580;20120352
6581;20120351
6582;20125705
6583;20120276
6584;20120074
6585;20121910
6586;20129060
6587;20121119
6588;20121509
6589;20128451
6590;20125569
6591;20122482
6592;20126601
6593;20126518
6593;20126517
6593;20126516
6596;20128360
6598;20125163
6599;20123298
6600;20125332
6601;20121761
6602;20121475
6603;20121693
6604;20122528
6605;20123575
6606;20121997
6607;20122829
6608;20130352
6609;20120408
6610;20125678
6611;20125442
6612;20121398
6613;20123856
6614;20125075
6615;20123651
6616;20122688
6617;20122822
6618;20126993
6619;20122619
6620;20128940
6621;20120735
6622;20123659
6623;20121460
6624;20124322
6625;
6630;20126471
6631;20128375
6632;20125417
6633;20120652
6634;20122729
6635;20126709
6636;20122978
6637;20129003
6638;20122599
6639;20125908
6640;20127936
6641;20123321
6642;
6642;
6642;
6643;20127568
6644;20126528
6645;20122094
6646;20128309
6647;20129115
6648;20129231
6649;20128218
6650;20122805
6651;20128261
6652;20125124
6653;20120741
6654;20129405
6655;20125268
6656;20124302
6657;20130323
6658;20128325
6659;20128095
6660;20128921
6661;20121755
6662;20145829
6663;20127675
6664;20122467
6665;20127821
6666;20125550
6667;20123403
6668;20122065
6669;20122577
6669;20122576
6671;20122575
6672;20121570
6673;20121569
6674;20130033
6675;20125913
6676;20129235
6677;20127206
6678;20127074
6679;20120204
6680;20120915
6681;20125319
6682;20122657
6683;20120620
6684;20122242
6685;20124283
6686;20122256
6687;20127155
6687;20127154
6689;20127153
6690;20120818
6691;20120742
6692;20122693
6693;20126667
6694;20126874
6695;20120860
6696;20120497
6696;20120496
6698;20125095
6699;20122839
6700;20128124
6701;20128987
6702;20126456
6703;20121763
6704;20121762
6705;20121753
6706;20121752
6707;20123140
6708;20123405
6709;20122942
6710;20129989
6711;20123607
6712;20122217
6713;20127630
6714;20128418
6715;20125381
6716;20128911
6717;20128682
6718;20128681
6719;20128118
6720;20126710
6721;20127537
6722;20127475
6723;20121472
6725;20122890
6726;20120886
6727;20127994
6729;20129336
6730;20121161
6731;20145764
6732;20121419
6733;20130283
6734;20122249
6735;20120120
6736;20123492
6737;20123048
6738;20123030
6739;20122435
6740;20125948
6741;20123092
6742;20123070
6743;20128872
6744;20128046
6745;20128152
6746;20122735
6747;20125374
6748;20130277
6749;20127702
6750;20124323
6751;20123731
6752;20122561
6752;20122563
6752;20122562
6753;20128133
6753;20128132
6755;20127662
6756;20120317
6757;20120316
6758;20120309
6759;20120308
6760;20127227
6761;20124307
6762;20125791
6763;20121463
6764;20123287
6764;20129974
6766;20122780
6767;20122309
6768;20122973
6769;20122972
6770;20123045
6771;20122616
6772;20123064
6773;20122743
6774;20120811
6775;20120810
6776;20120569
6777;20120567
6778;20120589
6778;20120588
6779;20128581
6780;20122509
6781;20120807
6782;20121403
6783;20125769
6784;20127130
6785;20124181
6786;20121989
6787;20120904
6788;20121042
6789;20122842
6790;20122836
6791;20122835
6792;20127421
6793;20127575
6794;20120224
6795;20122113
6796;20125509
6797;20121072
6798;20121979
6799;20129357
6800;20122608
6801;20120355
6802;20127313
6803;20120046
6804;20120999
6805;20122142
6806;20120574
6807;20123789
6808;20121686
6809;20122580
6810;20123012
6811;20121265
6812;20122678
6813;20127043
6815;20129384
6816;20126824
6817;20120277
6818;20120879
6819;20120081
6820;20128903
6821;20129404
6822;20129153
6823;20128506
6824;20123336
6825;20127674
6826;20120389
6827;20121981
6828;20122378
6829;20120235
6830;20128080
6831;20122390
6832;20122389
6833;20122388
6834;20122685
6835;20120474
6836;20121136
6837;20126760
6838;20127597
6839;20125043
6840;20125042
6841;20120671
6842;20127881
6844;20120222
6845;20122567
6846;20120614
6847;20128011
6847;20128012
6847;20127988
6850;20127533
6850;20127532
6852;20120923
6853;20122377
6854;20122203
6855;20126602
6856;20122278
6857;20122200
6858;20122198
6859;20122197
6860;20126537
6861;20125642
6861;20125641
6861;20125640
6861;20125639
6861;20125638
6861;20125637
6861;20125636
6861;20125635
6861;20125634
6861;20125633
6861;20125632
6871;20124044
6872;20124292
6873;20122572
6874;20125892
6875;20121170
6876;20123556
6877;20121200
6878;20122936
6879;20120261
6880;20125535
6880;20117415
6881;20125668
6882;20128693
6885;20126634
6886;20126615
6887;20127289
6888;20126951
6889;20129092
6890;20121233
6891;20121823
6892;20121251
6893;20126613
6894;20123011
6895;20126599
6896;20127040
6897;20122172
6898;20128198
6899;20123574
6900;20123399
6901;20120782
6902;20127780
6903;20123744
6904;
6905;20124053
6906;20124052
6907;20124051
6908;20124050
6909;20122312
6910;20121817
6911;20122827
6912;20127041
6913;20120951
6914;20127451
6915;20128579
6917;20120523
6918;20120469
6920;20129956
6920;20128398
6921;20129990
6922;20121712
6923;20121707
6924;20121705
6925;20121701
6926;20121679
6927;20121650
6928;20121636
6929;20124088
6930;20121626
6931;20124025
6932;20124024
6933;20121813
6934;20121798
6935;20121807
6936;20121822
6937;20121760
6938;20124069
6939;20124070
6940;20121844
6941;20121777
6942;20121776
6943;20121775
6944;20121774
6945;20121773
6946;20121772
6947;20121771
6948;20121770
6949;20121769
6950;20121768
6951;20121767
6952;20124306
6953;20121843
6954;20121849
6955;20121915
6956;20121914
6957;20121899
6958;20121898
6959;20121886
6960;20121882
6961;20121881
6962;20124182
6963;20122871
6964;20127511
6964;20127510
6966;20126473
6967;20127216
6968;20128414
6969;20128696
6970;20127336
6971;20123616
6972;20126732
6973;20128867
6974;20127003
6975;20130271
6976;20125080
6978;20123289
6978;20123288
6978;20129976
6978;20130066
6981;20126736
6982;20126852
6983;20130037
6984;20125418
6985;20130030
6986;20120824
6987;20123671
6988;20125185
6989;20129174
6990;20123623
6991;20125677
6992;20123313
6993;20123301
6994;20123693
6995;20129192
6996;20130261
6997;20120354
6998;20127237
6999;20121118
7000;20120028
7001;20123348
7002;20125551
7003;20122726
7004;20122952
7005;20125893
7006;20122171
7007;20122118
7008;20120441
7009;20130047
7010;20128817
7011;20125495
7012;20128209
7013;20123617
7014;20124294
7015;20125210
7016;20128895
7018;20123638
7019;20120575
7020;20125098
7021;20121036
7022;20128642
7023;20120989
7024;20130043
7025;20120345
7026;20123689
7027;20120361
7028;20126543
7029;20126585
7030;20123428
7031;20121911
7032;20125424
7033;20126679
7034;20125469
7035;20123217
7036;20120192
7037;20120822
7038;20122542
7039;20125618
7040;20128718
7041;20128735
7042;20128815
7043;20128814
7044;20123413
7044;20123412
7046;20123087
7047;20120024
7048;20123708
7049;20121179
7050;20120935
7051;20128025
7052;20123762
7053;20120436
7054;20122018
